,City,Country,Date,Latitude,Longitude,Cloudiness (%),Humidity (%),Max Temp (F),Wind Speed (mph)
591,tarakan,ID,2021-01-13 15:25:06,3.3,117.6333,100,82,80.41999999999996,1.08
592,yaounde,CM,2021-01-13 15:28:01,3.8667,11.5167,7,88,75.46999999999997,1.54
593,verkhnetulomskiy,RU,2021-01-13 15:28:01,68.6073,31.7962,0,84,-12.72999999999999,2.76
594,clyde river,CA,2021-01-13 15:15:59,70.4692,-68.5914,20,77,-10.929999999999993,3.09
595,el tigre,VE,2021-01-13 15:28:01,8.8875,-64.2454,29,42,86.66600000000001,5.49
596,nanakuli,US,2021-01-13 15:28:01,21.3906,-158.1547,20,61,80.86999999999996,4.63
597,dawei,MM,2021-01-13 15:28:02,14.0833,98.2,0,60,64.30999999999997,1.87
598,florianopolis,BR,2021-01-13 15:26:38,-27.6146,-48.5012,40,69,79.06999999999996,6.69
599,bulawayo,ZW,2021-01-13 15:28:02,-20.15,28.5833,10,87,67.55000000000001,5.46
600,minsk mazowiecki,PL,2021-01-13 15:23:27,52.1794,21.5725,100,89,32.26999999999996,1.3
601,nador,MA,2021-01-13 15:28:02,35.174,-2.9287,0,87,46.66999999999996,1.54
602,andros town,BS,2021-01-13 15:28:02,24.7,-77.7667,40,73,79.06999999999996,4.63
603,jiwani,PK,2021-01-13 15:28:02,25.05,61.7417,0,44,67.65800000000002,3.29
604,aklavik,CA,2021-01-13 15:20:00,68.2191,-135.0107,58,77,-9.129999999999988,0.51
605,birao,CF,2021-01-13 15:28:02,10.2849,22.7882,2,19,74.35399999999996,1.77
606,sungai udang,MY,2021-01-13 15:28:02,2.269,102.1427,20,88,73.66999999999996,1.54
607,macusani,PE,2021-01-13 15:28:03,-14.0833,-70.4333,100,65,48.596000000000046,5.15
608,peterhead,GB,2021-01-13 15:28:03,57.5058,-1.7981,90,93,34.06999999999996,0.51
609,trairi,BR,2021-01-13 15:16:17,-3.2778,-39.2689,13,69,82.66999999999996,5.36
610,dalupaon,PH,2021-01-13 15:28:03,13.5517,122.9457,68,85,78.13399999999999,6.07
611,puerto madryn,AR,2021-01-13 15:28:03,-42.7692,-65.0385,11,32,76.06400000000004,9.7
612,destin,US,2021-01-13 15:25:07,30.3935,-86.4958,1,66,49.26199999999996,3.09
613,san jeronimo,PE,2021-01-13 15:28:03,-11.9472,-75.2829,81,50,63.266000000000005,1.81
614,namatanai,PG,2021-01-13 15:20:47,-3.6667,152.4333,89,78,80.33000000000004,4.21
615,portobelo,PA,2021-01-13 15:28:03,9.55,-79.65,100,99,86.26999999999995,6.73
616,kangaatsiaq,GL,2021-01-13 15:28:03,68.3065,-53.4641,100,98,24.56600000000001,2.52
617,katesh,TZ,2021-01-13 15:28:04,-4.5167,35.3833,2,96,59.19800000000002,1.52
618,umzimvubu,,,,,,,,
619,andenes,NO,2021-01-13 15:28:04,69.3143,16.1194,75,80,30.46999999999996,5.14
620,piacabucu,BR,2021-01-13 15:28:04,-10.4056,-36.4344,100,70,81.23000000000005,4.86
621,beloha,MG,2021-01-13 15:20:48,-25.1667,45.05,24,89,76.424,3.53
622,ilhabela,BR,2021-01-13 15:28:04,-23.7781,-45.3581,76,81,80.76199999999996,2.39
623,isiro,CD,2021-01-13 15:28:04,2.7739,27.616,99,47,73.20199999999997,0.65
624,bandarbeyla,SO,2021-01-13 15:20:11,9.4942,50.8122,35,78,73.47200000000004,11.35
625,mandalgovi,MN,2021-01-13 15:28:04,45.7625,106.2708,100,87,4.909999999999979,2.11
626,cheney,US,2021-01-13 15:28:03,47.4874,-117.5758,20,49,43.06999999999996,18.52
627,ginda,IN,2021-01-13 15:28:05,30.6945,78.4932,0,39,45.733999999999995,2.27
628,kirakira,SB,2021-01-13 15:16:46,-10.4544,161.9205,76,82,81.66199999999995,3.57
629,tessalit,ML,2021-01-13 15:28:05,20.1986,1.0114,0,21,70.68200000000002,6.15
630,luganville,VU,2021-01-13 15:20:18,-15.5333,167.1667,99,83,80.27599999999998,1.58
631,sinnamary,GF,2021-01-13 15:20:34,5.3833,-52.95,93,81,79.808,5.91
632,disna,BY,2021-01-13 15:28:05,55.568,28.1971,100,97,22.33399999999999,4.13
633,willowmore,ZA,2021-01-13 15:28:05,-33.2926,23.4895,46,81,68.21600000000001,7.99
634,port hueneme,US,2021-01-13 15:24:15,34.1478,-119.1951,1,37,76.26199999999996,5.14
635,asau,RO,2021-01-13 15:20:47,46.4333,26.4,75,100,30.46999999999996,3.6
636,atherton,GB,2021-01-13 15:28:05,53.5237,-2.4935,100,90,42.27799999999996,0.89
637,palabuhanratu,,,,,,,,
638,buritizeiro,BR,2021-01-13 15:28:06,-17.3511,-44.9622,100,79,78.38599999999997,2.09
639,ponta do sol,PT,2021-01-13 15:20:19,32.6667,-17.1,20,54,57.469999999999956,3.09
640,mahajanga,MG,2021-01-13 15:28:06,-15.7167,46.3167,20,83,82.66999999999996,3.09
641,monterey,US,2021-01-13 15:28:06,36.2505,-121.2516,100,52,63.266000000000005,1.79
642,lyngseidet,NO,2021-01-13 15:28:06,69.5763,20.2189,20,61,23.26999999999996,10.29
643,vilyuysk,RU,2021-01-13 15:20:08,63.7553,121.6247,99,84,-28.533999999999992,3.1
644,makokou,GA,2021-01-13 15:28:06,0.5738,12.8642,99,91,70.37599999999999,3.32
645,pussi,EE,2021-01-13 15:28:06,59.36,27.0497,100,96,13.388000000000044,4.66
646,blagoveshchensk,RU,2021-01-13 15:28:06,50.2667,127.5333,0,76,-16.32999999999999,2
647,gamba,GA,2021-01-13 15:28:06,-2.65,10,96,90,74.65999999999998,1.71
648,simbahan,PH,2021-01-13 15:28:06,6.3032,120.5836,100,77,82.99399999999997,4.84
649,budogoshch,RU,2021-01-13 15:28:07,59.2816,32.4707,100,91,0.6980000000000253,3.6
650,dagana,MR,2021-01-13 15:28:07,16.5165,-15.5068,0,29,80.86999999999996,1.03
651,kalemie,CD,2021-01-13 15:28:07,-5.9475,29.1947,100,84,71.20399999999995,2.35
652,micheweni,TZ,2021-01-13 15:28:07,-4.9667,39.8333,0,80,79.62799999999996,5.75
653,ambilobe,MG,2021-01-13 15:20:37,-13.2,49.05,30,93,76.226,1.27
654,fare,PF,2021-01-13 15:28:07,-16.7,-151.0167,77,76,81.5,7.55
655,ca mau,VN,2021-01-13 15:28:07,9.1769,105.15,100,85,69.54800000000003,1.06
656,belmonte,BR,2021-01-13 15:28:07,-15.8631,-38.8828,40,65,80.86999999999996,5.66
657,katobu,ID,2021-01-13 15:16:39,-4.9408,122.5276,99,91,76.51400000000004,0.23
658,mutsamudu,,,,,,,,
659,semey,KZ,2021-01-13 15:28:08,50.4111,80.2275,96,86,-21.333999999999996,2.78
660,ostrowiec swietokrzyski,PL,2021-01-13 15:28:08,50.9294,21.3853,84,91,33.27799999999996,0.89
661,ormara,PK,2021-01-13 15:28:08,25.2088,64.6357,92,38,69.31400000000004,0.96
662,huarmey,PE,2021-01-13 15:28:08,-10.0681,-78.1522,77,70,75.86600000000001,5.74
663,starokorsunskaya,RU,2021-01-13 15:28:08,45.0573,39.3161,75,100,35.86999999999996,3
664,zhetybay,,,,,,,,
665,nizwa,OM,2021-01-13 15:28:08,22.9333,57.5333,0,41,54.464000000000034,0.95
666,coquimbo,CL,2021-01-13 15:16:00,-29.9533,-71.3436,0,68,64.66999999999996,7.2
667,garowe,SO,2021-01-13 15:26:18,8.4054,48.4845,41,47,70.43000000000004,6.68
668,imphal,IN,2021-01-13 15:21:03,24.8167,93.95,0,70,44.725999999999985,1.03
669,rimoc,HU,2021-01-13 15:28:09,48.0369,19.5301,40,74,35.27599999999999,3.09
